Room 1-1
RoomSize=597
Life Count=1
BlockPics=BlockPics/196608.png
EdgePics=EdgePics/131084.png
ExtrasPic=ExtrasPic/196617.png
StripPics=StripPics/131082.png
TilesPics=TilesPics/131074-2.png
StageName=Green Hill Fever Recreated
ActNumber=1
Music=https%3A%2F%2Farchive.org%2Fdownload%2Fsonic-mana-original-soundtrack%2F1.06%2520Green%2520Hill%2520Zone%2520Act%25201.mp3
Type=8, X=5, Y=33
Type=3, X=4, Y=200
Type=7, X=9, Y=200
Type=3, X=3, Y=202
Type=3, X=5, Y=202
Type=0, X=10, Y=202
Type=3, X=4, Y=204
Type=3, X=4, Y=206
Type=6, X=4, Y=208
Type=0, X=9, Y=208
Type=3, X=4, Y=210
Type=3, X=4, Y=212
Type=3, X=9, Y=212
Type=3, X=11, Y=212
Type=5, X=4, Y=214
Type=3, X=4, Y=216
Type=3, X=9, Y=216
Type=3, X=11, Y=216
Type=3, X=4, Y=218
Type=3, X=4, Y=220
Type=3, X=9, Y=220
Type=3, X=11, Y=220
Type=3, X=4, Y=222
Type=5, X=4, Y=224
Type=3, X=9, Y=224
Type=3, X=11, Y=224
Type=3, X=4, Y=226
Type=3, X=4, Y=228
Type=3, X=9, Y=228
Type=3, X=11, Y=228
Type=6, X=4, Y=230
Type=6, X=10, Y=230
Type=3, X=5, Y=234
Type=3, X=9, Y=234
Type=3, X=5, Y=236
Type=3, X=9, Y=236
Type=4, X=6, Y=242
Type=7, X=6, Y=246
Type=13, X=7, Y=248
Type=7, X=2, Y=251
Type=13, X=7, Y=254
Type=0, X=6, Y=259
Type=3, X=4, Y=261
Type=3, X=6, Y=261
Type=2, X=4, Y=263
Type=2, X=8, Y=263
Type=7, X=4, Y=265
Type=2, X=1, Y=267
Type=2, X=11, Y=267
Type=3, X=3, Y=269
Type=3, X=5, Y=269
Type=2, X=3, Y=271
Type=2, X=9, Y=271
Type=7, X=1, Y=272
Type=7, X=7, Y=272
Type=2, X=4, Y=276
Type=2, X=8, Y=276
Type=3, X=12, Y=278
Type=3, X=14, Y=278
Type=1, X=2, Y=281
Type=1, X=10, Y=281
Type=7, X=8, Y=283
Type=1, X=0, Y=285
Type=1, X=12, Y=285
Type=5, X=13, Y=287
Type=1, X=0, Y=289
Type=1, X=12, Y=289
Type=3, X=12, Y=291
Type=3, X=14, Y=291
Type=1, X=0, Y=293
Type=1, X=12, Y=293
Type=7, X=6, Y=295
Type=1, X=4, Y=297
Type=1, X=8, Y=297
Type=3, X=7, Y=305
Type=3, X=9, Y=305
Type=11, X=5, Y=308
Type=0, X=11, Y=312
Type=0, X=5, Y=315
Type=0, X=0, Y=318

Room 4-3
RoomSize=687
Type=3, X=3, Y=8
Type=3, X=7, Y=8
Type=3, X=11, Y=8
Type=0, X=0, Y=14
Type=0, X=4, Y=14
Type=0, X=8, Y=14
Type=0, X=12, Y=14
Type=3, X=7, Y=18
Type=3, X=9, Y=18
Type=3, X=7, Y=20
Type=3, X=9, Y=20
Type=3, X=8, Y=22
Type=3, X=10, Y=22
Type=3, X=8, Y=24
Type=3, X=10, Y=24
Type=3, X=7, Y=26
Type=3, X=9, Y=26
Type=3, X=7, Y=28
Type=3, X=9, Y=28
Type=3, X=6, Y=30
Type=3, X=8, Y=30
Type=3, X=6, Y=32
Type=3, X=8, Y=32
Type=8, X=7, Y=35
Type=0, X=0, Y=37
Type=0, X=3, Y=37
Type=0, X=6, Y=37
Type=0, X=9, Y=37
Type=0, X=12, Y=37
Type=7, X=1, Y=39
Type=14, X=8, Y=42
Type=0, X=7, Y=43
Type=7, X=0, Y=44
Type=7, X=8, Y=45
Type=2, X=4, Y=47
Type=3, X=8, Y=48
Type=3, X=10, Y=48
Type=3, X=4, Y=51
Type=3, X=6, Y=51
Type=1, X=8, Y=51
Type=1, X=4, Y=55
Type=1, X=9, Y=61
Type=3, X=10, Y=63
Type=1, X=4, Y=64
Type=3, X=10, Y=65
Type=3, X=11, Y=67
Type=1, X=1, Y=68
Type=3, X=11, Y=69
Type=3, X=11, Y=71
Type=3, X=12, Y=73
Type=3, X=12, Y=75
Type=7, X=3, Y=76
Type=3, X=12, Y=77
Type=7, X=4, Y=78
Type=3, X=12, Y=79
Type=4, X=4, Y=80
Type=3, X=12, Y=81
Type=6, X=12, Y=83
Type=3, X=12, Y=85
Type=3, X=12, Y=87
Type=3, X=12, Y=89
Type=4, X=6, Y=92
Type=4, X=11, Y=92
Type=7, X=3, Y=94
Type=1, X=12, Y=95
Type=0, X=5, Y=96
Type=3, X=7, Y=100
Type=3, X=9, Y=100
Type=2, X=10, Y=100
Type=3, X=8, Y=102
Type=0, X=7, Y=104
Type=7, X=1, Y=106
Type=2, X=7, Y=108
Type=1, X=2, Y=112
Type=3, X=7, Y=112
Type=3, X=9, Y=112
Type=2, X=7, Y=116
Type=1, X=11, Y=120
Type=3, X=7, Y=121
Type=3, X=9, Y=121
Type=5, X=3, Y=124
Type=2, X=7, Y=124
Type=7, X=9, Y=127
Type=0, X=2, Y=128
Type=0, X=8, Y=134
Type=2, X=5, Y=136
Type=2, X=11, Y=136
Type=7, X=2, Y=139
Type=3, X=9, Y=140
Type=3, X=8, Y=142
Type=3, X=10, Y=142
Type=3, X=9, Y=144
Type=4, X=8, Y=146
Type=0, X=8, Y=151
Type=7, X=9, Y=153
Type=1, X=4, Y=156
Type=7, X=4, Y=158
Type=1, X=8, Y=161
Type=7, X=9, Y=163
Type=1, X=4, Y=166
Type=1, X=6, Y=170
Type=3, X=7, Y=173
Type=2, X=1, Y=177
Type=0, X=6, Y=177
Type=2, X=12, Y=177
Type=7, X=0, Y=180
Type=7, X=9, Y=180
Type=2, X=7, Y=184
Type=5, X=3, Y=185
Type=5, X=12, Y=185
Type=4, X=2, Y=189
Type=4, X=11, Y=189
Type=0, X=7, Y=193
Type=14, X=3, Y=195
Type=0, X=2, Y=196
Type=0, X=0, Y=200
Type=3, X=1, Y=202
Type=2, X=7, Y=203
Type=3, X=1, Y=204
Type=5, X=1, Y=206
Type=7, X=6, Y=206
Type=3, X=1, Y=208
Type=3, X=1, Y=210
Type=7, X=6, Y=210
Type=3, X=1, Y=212
Type=3, X=1, Y=214
Type=4, X=12, Y=214
Type=5, X=1, Y=216
Type=7, X=6, Y=216
Type=3, X=1, Y=218
Type=3, X=9, Y=219
Type=3, X=11, Y=219
Type=3, X=1, Y=220
Type=7, X=6, Y=220
Type=6, X=1, Y=222
Type=3, X=8, Y=222
Type=3, X=10, Y=222
Type=3, X=0, Y=224
Type=3, X=2, Y=224
Type=3, X=1, Y=226
Type=4, X=8, Y=226
Type=3, X=0, Y=228
Type=3, X=2, Y=228
Type=3, X=8, Y=228
Type=3, X=10, Y=228
Type=3, X=1, Y=230
Type=3, X=0, Y=232
Type=3, X=2, Y=232
Type=0, X=8, Y=232
Type=3, X=1, Y=234
Type=3, X=0, Y=236
Type=3, X=2, Y=236
Type=0, X=10, Y=237
Type=3, X=1, Y=238
Type=3, X=12, Y=239
Type=3, X=14, Y=239
Type=3, X=0, Y=240
Type=3, X=2, Y=240
Type=7, X=6, Y=240
Type=3, X=1, Y=242
Type=7, X=4, Y=242
Type=0, X=12, Y=243
Type=6, X=1, Y=244
Type=7, X=6, Y=244
Type=3, X=12, Y=245
Type=3, X=14, Y=245
Type=0, X=12, Y=248
Type=3, X=7, Y=250
Type=3, X=9, Y=250
Type=0, X=7, Y=252
Type=5, X=11, Y=256
Type=3, X=10, Y=258
Type=3, X=12, Y=258
Type=7, X=5, Y=261
Type=4, X=10, Y=264
Type=3, X=1, Y=272
Type=3, X=3, Y=272
Type=3, X=4, Y=274
Type=3, X=6, Y=274
Type=4, X=1, Y=276
Type=7, X=8, Y=278
Type=5, X=10, Y=282
Type=4, X=10, Y=288
Type=7, X=6, Y=290
Type=3, X=2, Y=294
Type=3, X=4, Y=294
Type=3, X=1, Y=296
Type=3, X=3, Y=296
Type=7, X=3, Y=297
Type=4, X=1, Y=299
Type=4, X=12, Y=299
Type=3, X=2, Y=301
Type=7, X=5, Y=301
Type=3, X=13, Y=301
Type=3, X=1, Y=303
Type=3, X=3, Y=303
Type=7, X=5, Y=304
Type=3, X=2, Y=305
Type=3, X=1, Y=307
Type=3, X=3, Y=307
Type=7, X=5, Y=307
Type=3, X=2, Y=309
Type=3, X=13, Y=309
Type=7, X=5, Y=310
Type=3, X=1, Y=311
Type=3, X=3, Y=311
Type=3, X=2, Y=313
Type=7, X=5, Y=313
Type=3, X=1, Y=315
Type=3, X=3, Y=315
Type=7, X=5, Y=316
Type=3, X=2, Y=317
Type=3, X=13, Y=317
Type=3, X=1, Y=319
Type=3, X=3, Y=319
Type=7, X=5, Y=319
Type=6, X=2, Y=321
Type=6, X=13, Y=321
Type=9, X=2, Y=325
Type=7, X=7, Y=326
Type=3, X=3, Y=328
Type=3, X=5, Y=328
Type=0, X=9, Y=328
Type=3, X=4, Y=330
Type=7, X=7, Y=330
Type=0, X=3, Y=332
Type=7, X=8, Y=332
Type=0, X=8, Y=336
Type=0, X=6, Y=340

Room 5-1
RoomSize=738
Type=8, X=7, Y=14
Type=0, X=0, Y=15
Type=0, X=3, Y=15
Type=0, X=6, Y=15
Type=0, X=9, Y=15
Type=0, X=12, Y=15
Type=7, X=3, Y=17
Type=7, X=9, Y=18
Type=7, X=1, Y=20
Type=9, X=5, Y=22
Type=13, X=7, Y=26
Type=0, X=6, Y=29
Type=0, X=3, Y=31
Type=0, X=9, Y=31
Type=0, X=1, Y=33
Type=3, X=6, Y=33
Type=3, X=7, Y=33
Type=3, X=8, Y=33
Type=0, X=11, Y=33
Type=3, X=5, Y=34
Type=3, X=9, Y=34
Type=7, X=3, Y=35
Type=3, X=4, Y=35
Type=7, X=7, Y=35
Type=3, X=10, Y=35
Type=0, X=0, Y=36
Type=3, X=4, Y=36
Type=3, X=10, Y=36
Type=0, X=12, Y=36
Type=7, X=3, Y=37
Type=3, X=4, Y=37
Type=7, X=7, Y=37
Type=3, X=10, Y=37
Type=3, X=5, Y=38
Type=3, X=9, Y=38
Type=0, X=1, Y=39
Type=3, X=6, Y=39
Type=3, X=7, Y=39
Type=3, X=8, Y=39
Type=0, X=11, Y=39
Type=0, X=3, Y=41
Type=0, X=9, Y=41
Type=0, X=6, Y=43
Type=3, X=7, Y=46
Type=2, X=1, Y=50
Type=4, X=6, Y=50
Type=2, X=11, Y=50
Type=3, X=4, Y=53
Type=2, X=6, Y=55
Type=4, X=1, Y=62
Type=2, X=6, Y=62
Type=4, X=11, Y=62
Type=3, X=3, Y=67
Type=3, X=5, Y=67
Type=3, X=9, Y=67
Type=3, X=11, Y=67
Type=3, X=5, Y=70
Type=3, X=9, Y=70
Type=4, X=6, Y=74
Type=7, X=4, Y=75
Type=7, X=6, Y=76
Type=7, X=3, Y=77
Type=3, X=13, Y=79
Type=1, X=0, Y=81
Type=3, X=13, Y=81
Type=0, X=12, Y=84
Type=1, X=5, Y=86
Type=0, X=11, Y=89
Type=0, X=4, Y=92
Type=7, X=7, Y=92
Type=3, X=8, Y=95
Type=0, X=1, Y=96
Type=3, X=8, Y=97
Type=7, X=9, Y=98
Type=0, X=7, Y=99
Type=0, X=1, Y=101
Type=7, X=4, Y=101
Type=0, X=9, Y=104
Type=0, X=1, Y=106
Type=7, X=8, Y=106
Type=7, X=5, Y=109
Type=0, X=6, Y=110
Type=7, X=2, Y=113
Type=7, X=3, Y=114
Type=13, X=6, Y=115
Type=7, X=3, Y=116
Type=7, X=2, Y=117
Type=3, X=8, Y=119
Type=3, X=8, Y=122
Type=4, X=7, Y=127
Type=5, X=1, Y=128
Type=7, X=6, Y=128
Type=7, X=4, Y=130
Type=0, X=0, Y=132
Type=7, X=5, Y=132
Type=0, X=7, Y=134
Type=14, X=13, Y=136
Type=0, X=12, Y=137
Type=0, X=11, Y=140
Type=9, X=6, Y=144
Type=9, X=7, Y=148
Type=2, X=5, Y=152
Type=1, X=9, Y=153
Type=3, X=8, Y=155
Type=3, X=10, Y=155
Type=2, X=12, Y=155
Type=1, X=5, Y=157
Type=7, X=1, Y=159
Type=7, X=3, Y=159
Type=1, X=12, Y=160
Type=7, X=1, Y=161
Type=7, X=3, Y=161
Type=1, X=6, Y=163
Type=3, X=6, Y=165
Type=3, X=8, Y=165
Type=1, X=6, Y=168
Type=3, X=12, Y=168
Type=3, X=14, Y=168
Type=0, X=12, Y=171
Type=0, X=6, Y=174
Type=3, X=0, Y=177
Type=3, X=2, Y=177
Type=7, X=7, Y=177
Type=7, X=1, Y=178
Type=7, X=7, Y=179
Type=0, X=0, Y=180
Type=3, X=5, Y=183
Type=0, X=7, Y=184
Type=1, X=12, Y=184
Type=3, X=4, Y=185
Type=3, X=3, Y=188
Type=11, X=0, Y=196
Type=11, X=7, Y=196
Type=5, X=10, Y=198
Type=3, X=3, Y=202
Type=3, X=5, Y=202
Type=11, X=0, Y=208
Type=11, X=7, Y=208
Type=3, X=13, Y=209
Type=7, X=3, Y=211
Type=7, X=9, Y=211
Type=3, X=13, Y=212
Type=7, X=8, Y=217
Type=3, X=2, Y=218
Type=11, X=6, Y=219
Type=3, X=2, Y=220
Type=0, X=12, Y=221
Type=3, X=3, Y=222
Type=3, X=3, Y=224
Type=0, X=11, Y=224
Type=3, X=4, Y=226
Type=0, X=8, Y=227
Type=3, X=4, Y=228
Type=3, X=12, Y=228
Type=3, X=14, Y=228
Type=6, X=4, Y=230
Type=7, X=7, Y=230
Type=0, X=12, Y=231
Type=3, X=4, Y=232
Type=3, X=4, Y=234
Type=0, X=8, Y=235
Type=3, X=3, Y=236
Type=3, X=3, Y=238
Type=0, X=9, Y=239
Type=3, X=2, Y=240
Type=3, X=7, Y=241
Type=3, X=9, Y=241
Type=3, X=2, Y=242
Type=7, X=12, Y=242
Type=0, X=7, Y=243
Type=7, X=5, Y=244
Type=6, X=2, Y=245
Type=7, X=6, Y=246
Type=3, X=4, Y=247
Type=0, X=12, Y=247
Type=7, X=6, Y=248
Type=3, X=4, Y=249
Type=7, X=7, Y=250
Type=3, X=5, Y=251
Type=4, X=8, Y=251
Type=7, X=7, Y=252
Type=3, X=5, Y=253
Type=0, X=12, Y=253
Type=7, X=8, Y=254
Type=3, X=6, Y=255
Type=7, X=8, Y=256
Type=3, X=6, Y=257
Type=6, X=6, Y=259
Type=7, X=4, Y=262
Type=4, X=10, Y=263
Type=4, X=5, Y=265
Type=7, X=5, Y=268
Type=0, X=5, Y=269
Type=2, X=9, Y=269
Type=3, X=0, Y=271
Type=3, X=2, Y=271
Type=7, X=8, Y=271
Type=0, X=12, Y=272
Type=0, X=0, Y=274
Type=7, X=9, Y=274
Type=0, X=7, Y=275
Type=3, X=10, Y=278
Type=3, X=12, Y=278
Type=0, X=2, Y=279
Type=2, X=6, Y=280
Type=7, X=1, Y=281
Type=0, X=10, Y=281
Type=7, X=7, Y=283
Type=7, X=1, Y=285
Type=0, X=5, Y=286
Type=0, X=11, Y=287
Type=0, X=2, Y=289
Type=7, X=5, Y=289
Type=3, X=6, Y=290
Type=3, X=8, Y=290
Type=7, X=1, Y=291
Type=7, X=9, Y=291
Type=13, X=6, Y=292
Type=13, X=4, Y=296
Type=3, X=7, Y=297
Type=3, X=9, Y=297
Type=13, X=6, Y=300
Type=13, X=5, Y=304
Type=5, X=8, Y=306
Type=1, X=7, Y=308
Type=7, X=4, Y=310
Type=3, X=0, Y=312
Type=3, X=2, Y=312
Type=7, X=5, Y=312
Type=5, X=1, Y=314
Type=7, X=7, Y=316
Type=7, X=5, Y=318
Type=4, X=0, Y=319
Type=4, X=12, Y=319
Type=7, X=6, Y=321
Type=7, X=8, Y=329
Type=4, X=6, Y=331
Type=3, X=11, Y=334
Type=7, X=4, Y=336
Type=3, X=12, Y=337
Type=7, X=6, Y=338
Type=7, X=5, Y=340
Type=3, X=13, Y=340
Type=4, X=0, Y=343
Type=4, X=12, Y=343
Type=0, X=0, Y=350

Room 5-2
RoomSize=696
Type=8, X=7, Y=14
Type=0, X=0, Y=15
Type=0, X=3, Y=15
Type=0, X=6, Y=15
Type=0, X=9, Y=15
Type=0, X=12, Y=15
Type=7, X=3, Y=17
Type=7, X=7, Y=17
Type=12, X=7, Y=20
Type=7, X=0, Y=21
Type=7, X=3, Y=22
Type=0, X=7, Y=25
Type=3, X=1, Y=29
Type=3, X=3, Y=29
Type=7, X=4, Y=30
Type=7, X=3, Y=32
Type=4, X=1, Y=36
Type=0, X=7, Y=39
Type=3, X=10, Y=41
Type=3, X=12, Y=41
Type=7, X=7, Y=42
Type=3, X=11, Y=43
Type=4, X=11, Y=48
Type=0, X=6, Y=52
Type=3, X=4, Y=55
Type=7, X=7, Y=55
Type=3, X=4, Y=57
Type=0, X=3, Y=59
Type=0, X=9, Y=59
Type=5, X=13, Y=62
Type=2, X=4, Y=63
Type=2, X=8, Y=63
Type=0, X=0, Y=65
Type=0, X=12, Y=65
Type=0, X=4, Y=68
Type=0, X=8, Y=68
Type=3, X=12, Y=69
Type=2, X=6, Y=71
Type=3, X=12, Y=71
Type=0, X=1, Y=73
Type=0, X=11, Y=73
Type=0, X=6, Y=77
Type=12, X=4, Y=81
Type=3, X=8, Y=82
Type=3, X=10, Y=82
Type=12, X=7, Y=87
Type=3, X=8, Y=89
Type=3, X=10, Y=89
Type=12, X=4, Y=92
Type=7, X=9, Y=94
Type=1, X=6, Y=96
Type=1, X=0, Y=98
Type=1, X=12, Y=98
Type=7, X=4, Y=99
Type=1, X=3, Y=101
Type=1, X=9, Y=101
Type=1, X=0, Y=104
Type=1, X=12, Y=104
Type=3, X=6, Y=105
Type=3, X=8, Y=105
Type=1, X=6, Y=107
Type=7, X=10, Y=108
Type=1, X=7, Y=111
Type=1, X=13, Y=114
Type=7, X=5, Y=116
Type=13, X=3, Y=119
Type=7, X=3, Y=122
Type=7, X=7, Y=126
Type=11, X=7, Y=131
Type=7, X=4, Y=134
Type=7, X=2, Y=137
Type=7, X=3, Y=141
Type=11, X=6, Y=143
Type=5, X=1, Y=147
Type=0, X=0, Y=149
Type=0, X=6, Y=150
Type=0, X=12, Y=151
Type=14, X=7, Y=155
Type=0, X=6, Y=156
Type=0, X=8, Y=160
Type=7, X=3, Y=161
Type=0, X=4, Y=165
Type=2, X=0, Y=167
Type=3, X=5, Y=167
Type=2, X=8, Y=167
Type=4, X=12, Y=167
Type=3, X=5, Y=169
Type=3, X=5, Y=171
Type=3, X=6, Y=173
Type=3, X=6, Y=175
Type=3, X=6, Y=177
Type=6, X=6, Y=179
Type=4, X=12, Y=179
Type=2, X=1, Y=180
Type=2, X=9, Y=180
Type=3, X=6, Y=181
Type=3, X=6, Y=183
Type=3, X=5, Y=185
Type=3, X=5, Y=187
Type=3, X=4, Y=189
Type=4, X=12, Y=191
Type=6, X=4, Y=194
Type=3, X=11, Y=194
Type=7, X=0, Y=196
Type=0, X=10, Y=197
Type=3, X=9, Y=199
Type=0, X=4, Y=201
Type=7, X=0, Y=203
Type=3, X=9, Y=203
Type=5, X=13, Y=204
Type=0, X=4, Y=206
Type=0, X=12, Y=206
Type=3, X=9, Y=209
Type=1, X=12, Y=209
Type=0, X=0, Y=211
Type=1, X=8, Y=212
Type=0, X=1, Y=215
Type=7, X=4, Y=215
Type=0, X=7, Y=217
Type=7, X=3, Y=218
Type=7, X=6, Y=219
Type=0, X=12, Y=219
Type=0, X=6, Y=221
Type=3, X=7, Y=222
Type=0, X=6, Y=224
Type=7, X=1, Y=225
Type=3, X=7, Y=225
Type=0, X=6, Y=227
Type=7, X=2, Y=230
Type=9, X=6, Y=232
Type=7, X=8, Y=234
Type=3, X=8, Y=236
Type=9, X=2, Y=237
Type=9, X=7, Y=240
Type=7, X=10, Y=241
Type=7, X=4, Y=242
Type=3, X=6, Y=242
Type=7, X=8, Y=243
Type=9, X=5, Y=245
Type=3, X=9, Y=247
Type=9, X=8, Y=250
Type=7, X=5, Y=253
Type=7, X=6, Y=253
Type=7, X=8, Y=253
Type=7, X=9, Y=253
Type=0, X=0, Y=254
Type=2, X=4, Y=259
Type=3, X=8, Y=259
Type=3, X=10, Y=259
Type=2, X=12, Y=259
Type=3, X=10, Y=261
Type=0, X=0, Y=262
Type=3, X=10, Y=263
Type=3, X=12, Y=263
Type=3, X=1, Y=264
Type=7, X=3, Y=265
Type=3, X=11, Y=265
Type=3, X=1, Y=266
Type=0, X=5, Y=266
Type=7, X=3, Y=267
Type=3, X=11, Y=267
Type=3, X=13, Y=267
Type=5, X=1, Y=268
Type=7, X=3, Y=269
Type=3, X=12, Y=269
Type=3, X=0, Y=270
Type=3, X=2, Y=270
Type=6, X=12, Y=271
Type=3, X=1, Y=272
Type=0, X=5, Y=272
Type=3, X=0, Y=274
Type=3, X=2, Y=274
Type=3, X=1, Y=276
Type=0, X=5, Y=277
Type=5, X=1, Y=278
Type=4, X=11, Y=278
Type=3, X=0, Y=280
Type=3, X=2, Y=280
Type=3, X=0, Y=282
Type=3, X=2, Y=282
Type=1, X=6, Y=282
Type=6, X=1, Y=284
Type=3, X=1, Y=286
Type=3, X=6, Y=286
Type=3, X=8, Y=286
Type=3, X=1, Y=288
Type=1, X=6, Y=289
Type=3, X=1, Y=290
Type=3, X=1, Y=292
Type=3, X=1, Y=294
Type=7, X=7, Y=294
Type=3, X=1, Y=296
Type=3, X=6, Y=297
Type=3, X=8, Y=297
Type=3, X=1, Y=298
Type=3, X=1, Y=300
Type=4, X=6, Y=301
Type=1, X=12, Y=301
Type=3, X=1, Y=302
Type=3, X=1, Y=304
Type=6, X=1, Y=306
Type=7, X=5, Y=307
Type=3, X=12, Y=307
Type=3, X=14, Y=307
Type=3, X=13, Y=309
Type=1, X=4, Y=313
Type=4, X=12, Y=313
Type=7, X=1, Y=315
Type=3, X=11, Y=316
Type=7, X=1, Y=317
Type=7, X=1, Y=319
Type=3, X=8, Y=319
Type=3, X=6, Y=322
Type=7, X=8, Y=324
Type=4, X=4, Y=325
Type=3, X=7, Y=326
Type=7, X=8, Y=326
Type=3, X=9, Y=326
Type=7, X=8, Y=328
Type=5, X=13, Y=331
Type=0, X=4, Y=332
Type=0, X=12, Y=333
Type=3, X=12, Y=335
Type=3, X=14, Y=335
Type=0, X=12, Y=337
Type=0, X=0, Y=338
Type=7, X=3, Y=338
Type=0, X=5, Y=342
Type=3, X=1, Y=344
Type=3, X=3, Y=344
Type=0, X=1, Y=346
Type=0, X=6, Y=350

Room 5-3
RoomSize=678
Type=3, X=3, Y=2
Type=3, X=11, Y=2
Type=0, X=0, Y=7
Type=0, X=12, Y=7
Type=3, X=1, Y=9
Type=3, X=13, Y=9
Type=1, X=0, Y=14
Type=1, X=4, Y=14
Type=1, X=8, Y=14
Type=1, X=12, Y=14
Type=3, X=9, Y=18
Type=3, X=11, Y=18
Type=3, X=9, Y=20
Type=3, X=11, Y=20
Type=3, X=8, Y=22
Type=3, X=10, Y=22
Type=3, X=8, Y=24
Type=3, X=10, Y=24
Type=3, X=7, Y=26
Type=3, X=9, Y=26
Type=3, X=7, Y=28
Type=3, X=9, Y=28
Type=3, X=6, Y=30
Type=3, X=8, Y=30
Type=3, X=6, Y=32
Type=3, X=8, Y=32
Type=8, X=7, Y=35
Type=0, X=0, Y=37
Type=0, X=3, Y=37
Type=0, X=6, Y=37
Type=0, X=9, Y=37
Type=0, X=12, Y=37
Type=7, X=0, Y=38
Type=7, X=0, Y=40
Type=14, X=7, Y=40
Type=0, X=6, Y=41
Type=7, X=7, Y=42
Type=3, X=6, Y=44
Type=3, X=8, Y=44
Type=12, X=6, Y=46
Type=2, X=11, Y=47
Type=7, X=1, Y=49
Type=7, X=1, Y=51
Type=7, X=1, Y=54
Type=7, X=1, Y=56
Type=3, X=9, Y=58
Type=3, X=9, Y=60
Type=3, X=9, Y=62
Type=3, X=9, Y=64
Type=6, X=9, Y=68
Type=3, X=9, Y=72
Type=3, X=8, Y=74
Type=3, X=8, Y=76
Type=3, X=7, Y=78
Type=6, X=7, Y=82
Type=7, X=3, Y=84
Type=3, X=4, Y=84
Type=3, X=6, Y=84
Type=1, X=4, Y=87
Type=7, X=7, Y=89
Type=2, X=6, Y=92
Type=7, X=9, Y=92
Type=2, X=4, Y=95
Type=7, X=7, Y=95
Type=1, X=10, Y=99
Type=1, X=0, Y=101
Type=0, X=6, Y=107
Type=3, X=7, Y=111
Type=3, X=6, Y=113
Type=3, X=8, Y=113
Type=3, X=7, Y=115
Type=4, X=6, Y=120
Type=7, X=9, Y=123
Type=5, X=12, Y=124
Type=7, X=5, Y=126
Type=5, X=13, Y=129
Type=4, X=0, Y=132
Type=4, X=12, Y=132
Type=7, X=1, Y=135
Type=7, X=8, Y=136
Type=4, X=6, Y=144
Type=7, X=2, Y=148
Type=3, X=9, Y=149
Type=3, X=11, Y=149
Type=3, X=11, Y=152
Type=3, X=13, Y=152
Type=4, X=11, Y=156
Type=3, X=11, Y=158
Type=3, X=13, Y=158
Type=7, X=3, Y=159
Type=13, X=7, Y=160
Type=7, X=4, Y=162
Type=3, X=11, Y=162
Type=3, X=13, Y=162
Type=13, X=7, Y=164
Type=7, X=4, Y=166
Type=3, X=11, Y=166
Type=3, X=13, Y=166
Type=13, X=7, Y=168
Type=3, X=11, Y=170
Type=3, X=13, Y=170
Type=7, X=4, Y=171
Type=13, X=7, Y=172
Type=0, X=7, Y=176
Type=14, X=5, Y=177
Type=0, X=4, Y=178
Type=0, X=0, Y=180
Type=3, X=1, Y=182
Type=3, X=11, Y=182
Type=3, X=13, Y=182
Type=7, X=6, Y=183
Type=3, X=1, Y=184
Type=3, X=12, Y=184
Type=5, X=1, Y=186
Type=7, X=5, Y=186
Type=3, X=1, Y=188
Type=4, X=11, Y=188
Type=3, X=1, Y=190
Type=7, X=8, Y=190
Type=3, X=1, Y=192
Type=0, X=11, Y=192
Type=3, X=1, Y=194
Type=7, X=8, Y=194
Type=5, X=1, Y=196
Type=13, X=7, Y=196
Type=3, X=1, Y=198
Type=7, X=5, Y=198
Type=3, X=1, Y=200
Type=4, X=4, Y=200
Type=0, X=11, Y=200
Type=6, X=1, Y=202
Type=3, X=1, Y=204
Type=12, X=7, Y=205
Type=3, X=1, Y=206
Type=3, X=8, Y=207
Type=3, X=10, Y=207
Type=3, X=12, Y=207
Type=3, X=1, Y=208
Type=9, X=7, Y=209
Type=3, X=1, Y=210
Type=3, X=1, Y=212
Type=3, X=5, Y=212
Type=3, X=7, Y=212
Type=7, X=7, Y=213
Type=3, X=1, Y=214
Type=12, X=4, Y=214
Type=3, X=1, Y=216
Type=3, X=8, Y=216
Type=3, X=10, Y=216
Type=3, X=12, Y=216
Type=3, X=1, Y=218
Type=9, X=7, Y=219
Type=3, X=1, Y=220
Type=3, X=1, Y=222
Type=6, X=1, Y=224
Type=9, X=4, Y=224
Type=3, X=7, Y=227
Type=7, X=8, Y=227
Type=3, X=9, Y=227
Type=0, X=7, Y=229
Type=3, X=9, Y=232
Type=2, X=2, Y=233
Type=0, X=9, Y=234
Type=0, X=0, Y=237
Type=3, X=7, Y=237
Type=0, X=11, Y=238
Type=0, X=5, Y=240
Type=7, X=1, Y=241
Type=3, X=7, Y=242
Type=3, X=9, Y=242
Type=2, X=12, Y=243
Type=2, X=2, Y=245
Type=0, X=9, Y=246
Type=7, X=8, Y=248
Type=0, X=2, Y=249
Type=0, X=12, Y=250
Type=3, X=3, Y=251
Type=3, X=5, Y=251
Type=2, X=7, Y=252
Type=0, X=0, Y=255
Type=3, X=5, Y=255
Type=3, X=7, Y=255
Type=0, X=11, Y=256
Type=7, X=0, Y=257
Type=1, X=5, Y=259
Type=3, X=13, Y=260
Type=0, X=7, Y=262
Type=7, X=1, Y=263
Type=0, X=12, Y=263
Type=1, X=9, Y=266
Type=0, X=6, Y=269
Type=4, X=2, Y=281
Type=3, X=3, Y=283
